,make,model,year,engine_capacity,power,fuel_type,transmission,drive_mode,price,mileage
333,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
334,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
335,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
336,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
337,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
338,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
339,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
340,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
341,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
342,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
343,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
344,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
345,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
346,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
347,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
348,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
349,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
350,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
351,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
352,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
353,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
354,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
355,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
356,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
357,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
358,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
359,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
360,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
361,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
362,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
363,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
364,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
365,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
366,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
367,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
368,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
369,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
370,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
371,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
372,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
373,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
374,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
375,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
376,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
377,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
378,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
379,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
380,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
381,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
382,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
383,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
384,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
385,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
386,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
387,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
388,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
389,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
390,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
391,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
392,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
393,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
394,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
395,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
396,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
397,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
398,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
399,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
400,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
401,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
402,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
403,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
404,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
405,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
406,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
407,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
408,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
409,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
410,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
411,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
412,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
413,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
414,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
415,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
416,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
417,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
418,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
419,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
420,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
421,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
422,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
423,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
424,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
425,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
426,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
427,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
428,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
429,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
430,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
431,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
432,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
433,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
434,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
435,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
436,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
437,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
438,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
439,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
440,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
441,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
442,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
443,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
444,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
445,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
446,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
447,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
448,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
449,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
450,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
451,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
452,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
453,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
454,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
455,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
456,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
457,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
458,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
459,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
460,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
461,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
462,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
463,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
464,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
465,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
466,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
467,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
468,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
469,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
470,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
471,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
472,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
473,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
474,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
475,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
476,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
477,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
478,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
479,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
480,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
481,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
482,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
483,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
484,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
485,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
486,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
487,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
488,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
489,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
490,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
491,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
492,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
493,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
494,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
495,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
496,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
497,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
498,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
499,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
500,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
501,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
502,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
503,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
504,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
505,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
506,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
507,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
508,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
509,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
510,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
511,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
512,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
513,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
514,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
515,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
516,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
517,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
518,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
519,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
520,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
521,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
522,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
523,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
524,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
525,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
526,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
527,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
528,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
529,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
530,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
531,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
532,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
533,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
534,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
535,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
536,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,18
537,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,23
538,Kia,Carnival,2020,2.2,199,дизель,АКПП,"передний,",4550000,15
539,Kia,Carnival,2021,2.2,199,дизель,АКПП,"передний,",4650000,15
540,Toyota,C-HR,2022,1.8,98,гибрид,вариатор,"передний,",2520000,4
541,Daewoo,Nexia,2010,1.5,80,бензин,механика,"передний,",190000,293
542,Volkswagen,Tiguan,2011,1.4,150,бензин,механика,"4WD,",1150000,121
543,Mercedes-Benz,G-Class,2020,2.9,249,дизель,АКПП,"4WD,",15495000,47
544,Toyota,Land,2017,4.5,249,дизель,АКПП,"4WD,",5099000,125
545,Mercedes-Benz,S-Class,2007,5.5,388,бензин,АКПП,"4WD,",949000,140
546,Hyundai,Palisade,2020,2.2,200,дизель,АКПП,"4WD,",4199000,39
547,Volkswagen,Tiguan,2018,2.0,150,дизель,робот,"4WD,",2249000,65
548,Toyota,Prius,2014,1.8,99,гибрид,вариатор,"передний,",1130000,200
549,Changan,UNI-K,2021,2.0,232,бензин,АКПП,"4WD,",3550000,17
550,Toyota,Land,2012,4.5,232,дизель,АКПП,"4WD,",3750000,142
551,Lexus,RX270,2015,2.7,188,бензин,АКПП,"передний,",2820000,126
552,SsangYong,Kyron,2009,2.0,141,дизель,механика,"4WD,",600000,143
553,Peugeot,607,2001,2.2,158,бензин,АКПП,"передний,",450000,167
554,Hyundai,Palisade,2022,2.2,202,дизель,АКПП,"4WD,",5900000,8
555,Hyundai,Grand,2020,2.5,175,дизель,автомат,"4WD,",3990000,53
